labels,Avg RTT Data (ms),Avg Bearer TP Data (kbps),TCP Data Retrans. Vol (MBs)
good experience,73.98760088637509,32178.909170320407,0.2936927504820183
average experience,42.48883694186869,2878.6166464081775,0.02818443423407853
bad experience,91.38798799424153,2597.23045524351,0.03649358525109761
